"key","number","candidateScore","partyC","partyName"
"CPM_4_7","7",14817,726,"ก้าวไกล"
"CPM_4_4","4",2021,762,"ไทยสร้างไทย"
"CPM_4_2","2",1422,763,"รวมไทยสร้างชาติ"
"CPM_4_1","1",422,701,"ประชาธิปัตย์"
"CPM_4_6","6",348,739,"รวมแผ่นดิน"
"CPM_4_3","3",305,719,"เสรีรวมไทย"
"CPM_4_11","11",138,712,"ประชาธิปไตยใหม่"
"CPM_4_10","10",90,769,"ไทยภักดี"
"CPM_5_7","7",35000,705,"เพื่อไทย"
"CPM_5_6","6",31178,743,"พลังประชารัฐ"
"CPM_5_2","2",15634,726,"ก้าวไกล"
"CPM_5_5","5",2524,762,"ไทยสร้างไทย"
"CPM_5_1","1",1056,701,"ประชาธิปัตย์"
"CPM_5_8","8",937,763,"รวมไทยสร้างชาติ"
"CPM_5_3","3",606,719,"เสรีรวมไทย"
"CPM_5_9","9",323,769,"ไทยภักดี"
"CPM_5_4","4",212,709,"ภูมิใจไทย"
"CPM_6_3","3",38452,709,"ภูมิใจไทย"
"CPM_6_6","6",22816,705,"เพื่อไทย"
"CPM_6_5","5",15439,726,"ก้าวไกล"
"CPM_6_4","4",11233,762,"ไทยสร้างไทย"
"CPM_6_7","7",2185,743,"พลังประชารัฐ"
"CPM_6_2","2",908,763,"รวมไทยสร้างชาติ"
"CPM_6_1","1",632,714,"ครูไทยเพื่อประชาชน"
"CPM_6_9","9",264,701,"ประชาธิปัตย์"
"CPM_6_8","8",173,719,"เสรีรวมไทย"
"CPM_6_11","11",100,769,"ไทยภักดี"
"CPM_6_10","10",59,755,"เพื่ออนาคตไทย"
"CPM_7_7","7",38498,743,"พลังประชารัฐ"
"CPM_7_1","1",22980,726,"ก้าวไกล"
"CPM_7_4","4",15201,705,"เพื่อไทย"
"CPM_7_9","9",5606,762,"ไทยสร้างไทย"
"CPM_7_6","6",1162,763,"รวมไทยสร้างชาติ"
"CPM_7_8","8",990,707,"ชาติไทยพัฒนา"
"CPM_7_5","5",310,714,"ครูไทยเพื่อประชาชน"
"CPM_7_3","3",245,701,"ประชาธิปัตย์"
"CPM_7_11","11",231,719,"เสรีรวมไทย"
"CPM_7_2","2",161,709,"ภูมิใจไทย"
"CPM_7_10","10",95,769,"ไทยภักดี"
"CPN_1_11","11",36222,763,"รวมไทยสร้างชาติ"
"CPN_1_12","12",32084,701,"ประชาธิปัตย์"
"CPN_1_7","7",15592,743,"พลังประชารัฐ"
"CPN_1_8","8",13645,726,"ก้าวไกล"
"CPN_1_4","4",1963,705,"เพื่อไทย"
"CPN_1_6","6",1017,721,"เพื่อชาติ"
"CPN_1_9","9",490,762,"ไทยสร้างไทย"
"CPN_1_2","2",398,709,"ภูมิใจไทย"
"CPN_1_1","1",396,719,"เสรีรวมไทย"
"CPN_1_5","5",274,750,"กรีน"
"CPN_1_3","3",162,733,"ไทยศรีวิไลย์"
"CPN_1_13","13",142,742,"คลองไทย"
"CPN_1_10","10",125,769,"ไทยภักดี"
"CPN_2_12","12",32501,763,"รวมไทยสร้างชาติ"
"CPN_2_3","3",25231,743,"พลังประชารัฐ"
"CPN_2_5","5",15519,701,"ประชาธิปัตย์"
"CPN_2_4","4",14211,726,"ก้าวไกล"
"CPN_2_6","6",4845,706,"ชาติพัฒนากล้า"
"CPN_2_2","2",4007,709,"ภูมิใจไทย"
"CPN_2_9","9",2447,705,"เพื่อไทย"
"CPN_2_8","8",1034,739,"รวมแผ่นดิน"
"CPN_2_11","11",612,769,"ไทยภักดี"
"CPN_2_7","7",498,703,"ความหวังใหม่"
"CPN_2_13","13",440,742,"คลองไทย"
"CPN_2_1","1",414,762,"ไทยสร้างไทย"
"CPN_2_10","10",0,719,"เสรีรวมไทย"
"CPN_3_9","9",41231,763,"รวมไทยสร้างชาติ"
"CPN_3_1","1",27414,701,"ประชาธิปัตย์"
"CPN_3_5","5",16650,726,"ก้าวไกล"
"CPN_3_8","8",4411,705,"เพื่อไทย"
"CPN_3_7","7",1707,719,"เสรีรวมไทย"
"CPN_3_4","4",1438,743,"พลังประชารัฐ"
"CPN_3_3","3",780,709,"ภูมิใจไทย"
"CPN_3_2","2",657,762,"ไทยสร้างไทย"
"CPN_3_6","6",390,742,"คลองไทย"
"CRI_1_3","3",43153,726,"ก้าวไกล"
"CRI_1_2","2",36100,705,"เพื่อไทย"
"CRI_1_9","9",15644,709,"ภูมิใจไทย"
"CRI_1_6","6",3993,763,"รวมไทยสร้างชาติ"
"CRI_1_5","5",873,762,"ไทยสร้างไทย"
"CRI_1_4","4",605,701,"ประชาธิปัตย์"
"CRI_1_1","1",599,733,"ไทยศรีวิไลย์"
"CRI_1_7","7",580,743,"พลังประชารัฐ"
"CRI_1_8","8",504,719,"เสรีรวมไทย"
"CRI_1_12","12",499,702,"ประชากรไทย"
"CRI_1_11","11",163,737,"พลังปวงชนไทย"
"CRI_1_10","10",148,769,"ไทยภักดี"
"CRI_2_4","4",55778,705,"เพื่อไทย"
"CRI_2_5","5",33085,726,"ก้าวไกล"
"CRI_2_3","3",2738,763,"รวมไทยสร้างชาติ"
"CRI_2_7","7",1216,743,"พลังประชารัฐ"
"CRI_2_1","1",1017,709,"ภูมิใจไทย"
"CRI_2_2","2",872,762,"ไทยสร้างไทย"
"CRI_2_9","9",362,776,"ท้องที่ไทย"
"CRI_2_10","10",354,719,"เสรีรวมไทย"
"CRI_2_8","8",292,701,"ประชาธิปัตย์"
"CRI_2_6","6",263,733,"ไทยศรีวิไลย์"
"CRI_2_11","11",215,769,"ไทยภักดี"
"CRI_3_7","7",25056,726,"ก้าวไกล"
"CRI_3_8","8",23384,705,"เพื่อไทย"
"CRI_3_5","5",15091,743,"พลังประชารัฐ"
"CRI_3_4","4",14096,707,"ชาติไทยพัฒนา"
"CRI_3_1","1",10400,709,"ภูมิใจไทย"
"CRI_3_9","9",9544,762,"ไทยสร้างไทย"
"CRI_3_6","6",2669,763,"รวมไทยสร้างชาติ"
"CRI_3_3","3",620,701,"ประชาธิปัตย์"
"CRI_3_11","11",428,769,"ไทยภักดี"
"CRI_3_10","10",287,719,"เสรีรวมไทย"
"CRI_3_2","2",0,733,"ไทยศรีวิไลย์"
"CRI_4_4","4",39589,705,"เพื่อไทย"
"CRI_4_6","6",25502,726,"ก้าวไกล"
"CRI_4_1","1",19199,707,"ชาติไทยพัฒนา"
"CRI_4_7","7",8335,709,"ภูมิใจไทย"
"CRI_4_9","9",7801,762,"ไทยสร้างไทย"
"CRI_4_5","5",2417,763,"รวมไทยสร้างชาติ"
"CRI_4_8","8",1371,743,"พลังประชารัฐ"
"CRI_4_3","3",699,701,"ประชาธิปัตย์"
"CRI_4_2","2",520,719,"เสรีรวมไทย"
"CRI_4_11","11",293,761,"พลังสังคมใหม่"
"CRI_4_12","12",149,737,"พลังปวงชนไทย"
"CRI_4_10","10",136,769,"ไทยภักดี"
"CRI_5_6","6",35162,705,"เพื่อไทย"
"CRI_5_4","4",27073,709,"ภูมิใจไทย"
"CRI_5_3","3",18181,726,"ก้าวไกล"
"CRI_5_2","2",13620,743,"พลังประชารัฐ"
"CRI_5_5","5",907,701,"ประชาธิปัตย์"
"CRI_5_7","7",862,763,"รวมไทยสร้างชาติ"
"CRI_5_9","9",414,769,"ไทยภักดี"
"CRI_5_1","1",399,719,"เสรีรวมไทย"
"CRI_5_8","8",397,762,"ไทยสร้างไทย"
"CRI_5_11","11",126,742,"คลองไทย"
"CRI_5_10","10",84,737,"พลังปวงชนไทย"
"CRI_6_2","2",31789,726,"ก้าวไกล"
"CRI_6_1","1",18027,705,"เพื่อไทย"
"CRI_6_8","8",16011,709,"ภูมิใจไทย"
"CRI_6_3","3",9913,743,"พลังประชารัฐ"
"CRI_6_4","4",2105,763,"รวมไทยสร้างชาติ"
"CRI_6_7","7",1127,701,"ประชาธิปัตย์"
"CRI_6_5","5",532,719,"เสรีรวมไทย"
"CRI_6_6","6",453,762,"ไทยสร้างไทย"
"CRI_6_9","9",332,769,"ไทยภักดี"
"CRI_6_10","10",172,702,"ประชากรไทย"
"CRI_7_9","9",31588,705,"เพื่อไทย"
"CRI_7_5","5",25889,726,"ก้าวไกล"
"CRI_7_3","3",18153,709,"ภูมิใจไทย"
"CRI_7_4","4",10824,763,"รวมไทยสร้างชาติ"
"CRI_7_7","7",2637,762,"ไทยสร้างไทย"
"CRI_7_2","2",877,719,"เสรีรวมไทย"
"CRI_7_8","8",782,733,"ไทยศรีวิไลย์"
"CRI_7_10","10",623,743,"พลังประชารัฐ"
"CRI_7_1","1",570,701,"ประชาธิปัตย์"
"CRI_7_6","6",558,707,"ชาติไทยพัฒนา"
"CRI_7_12","12",286,702,"ประชากรไทย"
"CRI_7_11","11",222,769,"ไทยภักดี"
"CTI_1_4","4",37600,726,"ก้าวไกล"
"CTI_1_1","1",26055,743,"พลังประชารัฐ"
"CTI_1_7","7",15930,763,"รวมไทยสร้างชาติ"
"CTI_1_2","2",14473,705,"เพื่อไทย"
"CTI_1_8","8",5629,701,"ประชาธิปัตย์"
"CTI_1_6","6",4359,709,"ภูมิใจไทย"
"CTI_1_9","9",2411,762,"ไทยสร้างไทย"
"CTI_1_3","3",1034,719,"เสรีรวมไทย"
"CTI_1_5","5",258,769,"ไทยภักดี"
"CTI_1_10","10",124,737,"พลังปวงชนไทย"
"CTI_2_3","3",34894,726,"ก้าวไกล"
"CTI_2_2","2",31610,705,"เพื่อไทย"
"CTI_2_5","5",18322,701,"ประชาธิปัตย์"
"CTI_2_7","7",10992,763,"รวมไทยสร้างชาติ"
"CTI_2_1","1",1713,719,"เสรีรวมไทย"
"CTI_2_6","6",1090,743,"พลังประชารัฐ"
"CTI_2_4","4",452,769,"ไทยภักดี"
"CTI_2_8","8",191,737,"พลังปวงชนไทย"
"CTI_3_2","2",35428,726,"ก้าวไกล"
"CTI_3_4","4",20519,743,"พลังประชารัฐ"
"CTI_3_1","1",18022,709,"ภูมิใจไทย"
"CTI_3_3","3",15375,705,"เพื่อไทย"
"CTI_3_6","6",5959,763,"รวมไทยสร้างชาติ"
"CTI_3_8","8",1495,701,"ประชาธิปัตย์"
"CTI_3_9","9",724,762,"ไทยสร้างไทย"
"CTI_3_5","5",593,719,"เสรีรวมไทย"
"CTI_3_7","7",342,769,"ไทยภักดี"
"CTI_3_10","10",165,737,"พลังปวงชนไทย"
"KBI_1_2","2",39520,709,"ภูมิใจไทย"
"KBI_1_3","3",30877,701,"ประชาธิปัตย์"
"KBI_1_7","7",15211,726,"ก้าวไกล"
"KBI_1_4","4",6308,763,"รวมไทยสร้างชาติ"
"KBI_1_6","6",2388,705,"เพื่อไทย"
"KBI_1_5","5",705,719,"เสรีรวมไทย"
"KBI_1_1","1",561,762,"ไทยสร้างไทย"
"KBI_1_9","9",417,743,"พลังประชารัฐ"
"KBI_1_8","8",333,769,"ไทยภักดี"
"KBI_1_10","10",71,742,"คลองไทย"
"KBI_2_4","4",44378,709,"ภูมิใจไทย"
"KBI_2_3","3",13903,743,"พลังประชารัฐ"
"KBI_2_5","5",12439,701,"ประชาธิปัตย์"
"KBI_2_2","2",10038,726,"ก้าวไกล"
"KBI_2_8","8",3234,763,"รวมไทยสร้างชาติ"
"KBI_2_7","7",1976,705,"เพื่อไทย"
"KBI_2_1","1",563,718,"รักษ์ผืนป่าประเทศไทย"
"KBI_2_6","6",327,738,"เพื่อชาติไทย"
"KBI_2_9","9",163,731,"พลังธรรมใหม่"
"KBI_2_10","10",137,719,"เสรีรวมไทย"
"KBI_3_1","1",51845,709,"ภูมิใจไทย"
"KBI_3_5","5",25057,701,"ประชาธิปัตย์"
"KBI_3_2","2",8040,726,"ก้าวไกล"
"KBI_3_6","6",2535,705,"เพื่อไทย"
"KBI_3_7","7",2266,763,"รวมไทยสร้างชาติ"
"KBI_3_3","3",751,743,"พลังประชารัฐ"
"KBI_3_4","4",474,719,"เสรีรวมไทย"
"KBI_3_8","8",102,742,"คลองไทย"
"KKN_1_4","4",33759,726,"ก้าวไกล"
"KKN_1_6","6",25405,705,"เพื่อไทย"
"KKN_1_7","7",15521,763,"รวมไทยสร้างชาติ"
"KKN_1_2","2",3863,743,"พลังประชารัฐ"
"KKN_1_9","9",1453,762,"ไทยสร้างไทย"
"KKN_1_10","10",959,719,"เสรีรวมไทย"
"KKN_1_1","1",904,709,"ภูมิใจไทย"
"KKN_1_3","3",799,701,"ประชาธิปัตย์"
"KKN_1_13","13",277,769,"ไทยภักดี"
"KKN_1_5","5",226,733,"ไทยศรีวิไลย์"
"KKN_1_12","12",154,738,"เพื่อชาติไทย"
"KKN_1_16","16",137,742,"คลองไทย"
"KKN_1_8","8",129,739,"รวมแผ่นดิน"
"KKN_1_14","14",126,712,"ประชาธิปไตยใหม่"
"KKN_1_11","11",121,771,"ไทยชนะ"
"KKN_1_17","17",118,749,"ประชาไทย"
"KKN_1_15","15",55,727,"ทางเลือกใหม่"
"KKN_10_9","9",44173,705,"เพื่อไทย"
"KKN_10_2","2",24296,743,"พลังประชารัฐ"
"KKN_10_1","1",15185,726,"ก้าวไกล"
"KKN_10_6","6",1482,763,"รวมไทยสร้างชาติ"
"KKN_10_10","10",498,714,"ครูไทยเพื่อประชาชน"
"KKN_10_12","12",422,742,"คลองไทย"
"KKN_10_4","4",399,719,"เสรีรวมไทย"
"KKN_10_8","8",381,701,"ประชาธิปัตย์"
"KKN_10_3","3",330,738,"เพื่อชาติไทย"
"KKN_10_7","7",232,709,"ภูมิใจไทย"
"KKN_10_11","11",170,706,"ชาติพัฒนากล้า"
"KKN_10_5","5",163,739,"รวมแผ่นดิน"
"KKN_10_13","13",111,769,"ไทยภักดี"
"KKN_10_14","14",62,765,"ไทยสมาร์ท"
"KKN_11_6","6",37529,709,"ภูมิใจไทย"
"KKN_11_4","4",32864,705,"เพื่อไทย"
"KKN_11_2","2",12029,726,"ก้าวไกล"
"KKN_11_1","1",6270,763,"รวมไทยสร้างชาติ"
"KKN_11_3","3",1271,743,"พลังประชารัฐ"
"KKN_11_5","5",373,701,"ประชาธิปัตย์"
"KKN_11_7","7",292,719,"เสรีรวมไทย"
"KKN_11_9","9",209,749,"ประชาไทย"
"KKN_11_8","8",63,769,"ไทยภักดี"
"KKN_11_10","10",44,765,"ไทยสมาร์ท"
"KKN_2_1","1",38984,726,"ก้าวไกล"
"KKN_2_9","9",28502,705,"เพื่อไทย"
"KKN_2_5","5",23515,709,"ภูมิใจไทย"
"KKN_2_4","4",5302,763,"รวมไทยสร้างชาติ"
"KKN_2_2","2",1153,743,"พลังประชารัฐ"
"KKN_2_7","7",858,701,"ประชาธิปัตย์"
"KKN_2_11","11",735,719,"เสรีรวมไทย"
"KKN_2_6","6",457,749,"ประชาไทย"
"KKN_2_13","13",223,769,"ไทยภักดี"
"KKN_2_3","3",212,738,"เพื่อชาติไทย"
"KKN_2_15","15",208,742,"คลองไทย"
"KKN_2_8","8",181,739,"รวมแผ่นดิน"
"KKN_2_10","10",147,771,"ไทยชนะ"
"KKN_2_12","12",109,733,"ไทยศรีวิไลย์"
"KKN_2_14","14",84,770,"แนวทางใหม่"
"KKN_2_16","16",57,765,"ไทยสมาร์ท"
"KKN_3_4","4",36731,726,"ก้าวไกล"
"KKN_3_13","13",30085,707,"ชาติไทยพัฒนา"
"KKN_3_5","5",17576,705,"เพื่อไทย"
"KKN_3_6","6",3446,709,"ภูมิใจไทย"
"KKN_3_3","3",1802,763,"รวมไทยสร้างชาติ"
"KKN_3_14","14",832,770,"แนวทางใหม่"
"KKN_3_12","12",603,762,"ไทยสร้างไทย"
"KKN_3_1","1",533,719,"เสรีรวมไทย"
"KKN_3_2","2",517,743,"พลังประชารัฐ"
"KKN_3_15","15",388,765,"ไทยสมาร์ท"
"KKN_3_9","9",236,742,"คลองไทย"
"KKN_3_7","7",194,701,"ประชาธิปัตย์"
"KKN_3_11","11",153,727,"ทางเลือกใหม่"
"KKN_3_10","10",83,769,"ไทยภักดี"
"KKN_3_8","8",60,771,"ไทยชนะ"
"KKN_4_9","9",33104,709,"ภูมิใจไทย"
"KKN_4_6","6",26948,726,"ก้าวไกล"
"KKN_4_11","11",26416,705,"เพื่อไทย"
"KKN_4_4","4",1619,763,"รวมไทยสร้างชาติ"
"KKN_4_1","1",1140,743,"พลังประชารัฐ"
"KKN_4_8","8",988,738,"เพื่อชาติไทย"
"KKN_4_19","19",899,774,"ราษฎร์วิถี"
"KKN_4_14","14",706,719,"เสรีรวมไทย"
"KKN_4_13","13",580,727,"ทางเลือกใหม่"
"KKN_4_5","5",394,771,"ไทยชนะ"
"KKN_4_10","10",387,762,"ไทยสร้างไทย"
"KKN_4_7","7",342,733,"ไทยศรีวิไลย์"
"KKN_4_2","2",297,701,"ประชาธิปัตย์"
"KKN_4_12","12",211,739,"รวมแผ่นดิน"
"KKN_4_3","3",194,784,"รวมใจไทย"
"KKN_4_20","20",166,742,"คลองไทย"
"KKN_4_17","17",93,765,"ไทยสมาร์ท"
"KKN_4_18","18",78,770,"แนวทางใหม่"
"KKN_4_15","15",73,769,"ไทยภักดี"
"KKN_4_16","16",0,751,"สามัญชน"
"KKN_5_3","3",50423,705,"เพื่อไทย"
"KKN_5_5","5",19127,726,"ก้าวไกล"
"KKN_5_8","8",4209,763,"รวมไทยสร้างชาติ"
"KKN_5_10","10",1926,743,"พลังประชารัฐ"
"KKN_5_14","14",1797,719,"เสรีรวมไทย"
"KKN_5_13","13",988,718,"รักษ์ผืนป่าประเทศไทย"
"KKN_5_2","2",854,701,"ประชาธิปัตย์"
"KKN_5_4","4",648,733,"ไทยศรีวิไลย์"
"KKN_5_1","1",594,762,"ไทยสร้างไทย"
"KKN_5_9","9",573,709,"ภูมิใจไทย"
"KKN_5_7","7",418,738,"เพื่อชาติไทย"
"KKN_5_15","15",393,777,"เปลี่ยนอนาคต"
"KKN_5_6","6",389,739,"รวมแผ่นดิน"
"KKN_5_11","11",224,769,"ไทยภักดี"
"KKN_5_12","12",189,712,"ประชาธิปไตยใหม่"
"KKN_5_18","18",184,765,"ไทยสมาร์ท"
"KKN_5_16","16",70,770,"แนวทางใหม่"
"KKN_5_17","17",34,742,"คลองไทย"
"KKN_6_5","5",29293,705,"เพื่อไทย"
"KKN_6_1","1",29219,709,"ภูมิใจไทย"
"KKN_6_11","11",16543,726,"ก้าวไกล"
"KKN_6_7","7",7321,743,"พลังประชารัฐ"
"KKN_6_4","4",1823,763,"รวมไทยสร้างชาติ"
"KKN_6_6","6",571,719,"เสรีรวมไทย"
"KKN_6_15","15",388,765,"ไทยสมาร์ท"
"KKN_6_2","2",345,701,"ประชาธิปัตย์"
"KKN_6_8","8",218,762,"ไทยสร้างไทย"
"KKN_6_3","3",207,738,"เพื่อชาติไทย"
"KKN_6_9","9",177,739,"รวมแผ่นดิน"
"KKN_6_13","13",135,761,"พลังสังคมใหม่"
"KKN_6_10","10",118,742,"คลองไทย"
"KKN_6_12","12",105,769,"ไทยภักดี"
"KKN_6_14","14",76,737,"พลังปวงชนไทย"
"KKN_7_6","6",37974,705,"เพื่อไทย"
"KKN_7_4","4",22490,743,"พลังประชารัฐ"
"KKN_7_7","7",16260,726,"ก้าวไกล"
"KKN_7_9","9",12775,709,"ภูมิใจไทย"
"KKN_7_3","3",979,762,"ไทยสร้างไทย"
"KKN_7_8","8",775,763,"รวมไทยสร้างชาติ"
"KKN_7_5","5",503,739,"รวมแผ่นดิน"
"KKN_7_14","14",413,770,"แนวทางใหม่"
"KKN_7_1","1",413,719,"เสรีรวมไทย"
"KKN_7_10","10",198,701,"ประชาธิปัตย์"
"KKN_7_2","2",191,733,"ไทยศรีวิไลย์"
"KKN_7_13","13",149,742,"คลองไทย"
"KKN_7_11","11",107,771,"ไทยชนะ"
"KKN_7_12","12",90,769,"ไทยภักดี"
"KKN_7_15","15",65,765,"ไทยสมาร์ท"
"KKN_8_6","6",43191,705,"เพื่อไทย"
"KKN_8_7","7",19879,726,"ก้าวไกล"
"KKN_8_10","10",17888,743,"พลังประชารัฐ"
"KKN_8_5","5",6174,763,"รวมไทยสร้างชาติ"
"KKN_8_3","3",6064,709,"ภูมิใจไทย"
"KKN_8_1","1",647,701,"ประชาธิปัตย์"
"KKN_8_9","9",615,771,"ไทยชนะ"
"KKN_8_4","4",530,719,"เสรีรวมไทย"
"KKN_8_12","12",432,706,"ชาติพัฒนากล้า"
"KKN_8_8","8",378,762,"ไทยสร้างไทย"
"KKN_8_13","13",294,765,"ไทยสมาร์ท"
"KKN_8_2","2",276,733,"ไทยศรีวิไลย์"
"KKN_8_11","11",186,739,"รวมแผ่นดิน"
"KKN_9_4","4",46057,705,"เพื่อไทย"
"KKN_9_10","10",15141,726,"ก้าวไกล"
"KKN_9_7","7",8934,709,"ภูมิใจไทย"
"KKN_9_2","2",7821,743,"พลังประชารัฐ"
"KKN_9_9","9",3052,763,"รวมไทยสร้างชาติ"
"KKN_9_1","1",506,719,"เสรีรวมไทย"
"KKN_9_3","3",461,701,"ประชาธิปัตย์"
"KKN_9_12","12",282,712,"ประชาธิปไตยใหม่"
"KKN_9_6","6",268,771,"ไทยชนะ"
"KKN_9_5","5",262,738,"เพื่อชาติไทย"
"KKN_9_11","11",159,769,"ไทยภักดี"
"KKN_9_8","8",93,739,"รวมแผ่นดิน"
"KPT_1_6","6",36187,743,"พลังประชารัฐ"
"KPT_1_1","1",28944,726,"ก้าวไกล"
"KPT_1_3","3",18462,705,"เพื่อไทย"
"KPT_1_2","2",10693,763,"รวมไทยสร้างชาติ"
"KPT_1_7","7",934,701,"ประชาธิปัตย์"
"KPT_1_5","5",757,719,"เสรีรวมไทย"
"KPT_1_4","4",424,762,"ไทยสร้างไทย"
"KPT_1_9","9",328,737,"พลังปวงชนไทย"
"KPT_1_8","8",121,775,"ไทยเป็นหนึ่ง"
"KPT_1_10","10",78,742,"คลองไทย"
"KPT_2_7","7",41143,743,"พลังประชารัฐ"
"KPT_2_3","3",24196,726,"ก้าวไกล"
"KPT_2_4","4",18465,705,"เพื่อไทย"
"KPT_2_1","1",6214,763,"รวมไทยสร้างชาติ"
"KPT_2_2","2",3999,762,"ไทยสร้างไทย"
"KPT_2_6","6",831,701,"ประชาธิปัตย์"
"KPT_2_5","5",575,719,"เสรีรวมไทย"
"KPT_2_8","8",241,775,"ไทยเป็นหนึ่ง"
"KPT_3_3","3",37149,743,"พลังประชารัฐ"
"KPT_3_1","1",19626,705,"เพื่อไทย"
"KPT_3_6","6",19584,726,"ก้าวไกล"
"KPT_3_4","4",3943,763,"รวมไทยสร้างชาติ"
"KPT_3_5","5",2568,701,"ประชาธิปัตย์"
"KPT_3_13","13",1127,737,"พลังปวงชนไทย"
"KPT_3_10","10",908,762,"ไทยสร้างไทย"
"KPT_3_2","2",830,719,"เสรีรวมไทย"
"KPT_3_11","11",513,778,"ใหม่"
"KPT_3_9","9",395,776,"ท้องที่ไทย"
"KPT_3_7","7",337,775,"ไทยเป็นหนึ่ง"
"KPT_3_12","12",272,733,"ไทยศรีวิไลย์"
"KPT_3_8","8",220,764,"มิติใหม่"
"KPT_3_14","14",157,742,"คลองไทย"
"KPT_4_3","3",36132,743,"พลังประชารัฐ"
"KPT_4_2","2",21741,705,"เพื่อไทย"
"KPT_4_4","4",19232,726,"ก้าวไกล"
"KPT_4_1","1",11067,763,"รวมไทยสร้างชาติ"
"KPT_4_5","5",853,719,"เสรีรวมไทย"
"KPT_4_6","6",620,701,"ประชาธิปัตย์"
"KPT_4_9","9",231,737,"พลังปวงชนไทย"
"KPT_4_7","7",216,715,"พลังสหกรณ์"
"KPT_4_8","8",164,778,"ใหม่"
"KPT_4_10","10",116,742,"คลองไทย"
"KRI_1_1","1",33183,705,"เพื่อไทย"
"KRI_1_9","9",25720,726,"ก้าวไกล"
"KRI_1_7","7",19856,743,"พลังประชารัฐ"
"KRI_1_5","5",9538,763,"รวมไทยสร้างชาติ"
"KRI_1_6","6",7879,709,"ภูมิใจไทย"
"KRI_1_2","2",726,701,"ประชาธิปัตย์"
"KRI_1_3","3",498,762,"ไทยสร้างไทย"
"KRI_1_4","4",481,719,"เสรีรวมไทย"
"KRI_1_8","8",289,786,"เปลี่ยน"
"KRI_1_11","11",287,738,"เพื่อชาติไทย"
"KRI_1_10","10",166,761,"พลังสังคมใหม่"
"KRI_2_7","7",23278,705,"เพื่อไทย"
"KRI_2_3","3",20165,743,"พลังประชารัฐ"
"KRI_2_5","5",18951,709,"ภูมิใจไทย"
"KRI_2_6","6",18196,701,"ประชาธิปัตย์"
"KRI_2_9","9",17531,726,"ก้าวไกล"
"KRI_2_1","1",2608,763,"รวมไทยสร้างชาติ"
"KRI_2_4","4",417,786,"เปลี่ยน"
"KRI_2_2","2",366,762,"ไทยสร้างไทย"
"KRI_2_8","8",293,719,"เสรีรวมไทย"
"KRI_2_13","13",283,739,"รวมแผ่นดิน"
"KRI_2_12","12",184,706,"ชาติพัฒนากล้า"
"KRI_2_11","11",105,761,"พลังสังคมใหม่"
"KRI_2_10","10",51,738,"เพื่อชาติไทย"
"KRI_3_9","9",44813,709,"ภูมิใจไทย"
"KRI_3_4","4",44033,705,"เพื่อไทย"
"KRI_3_7","7",14071,726,"ก้าวไกล"
"KRI_3_2","2",1501,763,"รวมไทยสร้างชาติ"
"KRI_3_8","8",999,701,"ประชาธิปัตย์"
"KRI_3_3","3",910,743,"พลังประชารัฐ"
"KRI_3_1","1",454,719,"เสรีรวมไทย"
"KRI_3_5","5",288,742,"คลองไทย"
"KRI_3_6","6",270,762,"ไทยสร้างไทย"
"KRI_3_10","10",87,761,"พลังสังคมใหม่"
"KRI_4_5","5",37401,705,"เพื่อไทย"
"KRI_4_8","8",15656,743,"พลังประชารัฐ"
"KRI_4_9","9",10598,726,"ก้าวไกล"
"KRI_4_2","2",1228,763,"รวมไทยสร้างชาติ"
"KRI_4_4","4",1153,709,"ภูมิใจไทย"
"KRI_4_6","6",1089,762,"ไทยสร้างไทย"
"KRI_4_1","1",556,701,"ประชาธิปัตย์"
"KRI_4_7","7",496,714,"ครูไทยเพื่อประชาชน"
"KRI_4_3","3",149,719,"เสรีรวมไทย"
"KRI_4_10","10",58,738,"เพื่อชาติไทย"
"KRI_4_11","11",0,761,"พลังสังคมใหม่"
"KRI_5_5","5",30152,705,"เพื่อไทย"
"KRI_5_2","2",21023,743,"พลังประชารัฐ"
"KRI_5_6","6",15637,726,"ก้าวไกล"
"KRI_5_3","3",7984,709,"ภูมิใจไทย"
"KRI_5_7","7",2203,763,"รวมไทยสร้างชาติ"
"KRI_5_1","1",779,701,"ประชาธิปัตย์"
"KRI_5_8","8",561,733,"ไทยศรีวิไลย์"
"KRI_5_4","4",419,719,"เสรีรวมไทย"
"KRI_5_9","9",414,762,"ไทยสร้างไทย"
"KRI_5_12","12",371,742,"คลองไทย"
"KRI_5_11","11",127,738,"เพื่อชาติไทย"
"KRI_5_10","10",89,761,"พลังสังคมใหม่"
"KSN_1_9","9",56559,705,"เพื่อไทย"
"KSN_1_7","7",23027,726,"ก้าวไกล"
"KSN_1_4","4",3900,709,"ภูมิใจไทย"
"KSN_1_6","6",2481,763,"รวมไทยสร้างชาติ"
"KSN_1_5","5",976,762,"ไทยสร้างไทย"
"KSN_1_8","8",891,743,"พลังประชารัฐ"
"KSN_1_2","2",557,719,"เสรีรวมไทย"
"KSN_1_1","1",487,761,"พลังสังคมใหม่"
"KSN_1_10","10",465,701,"ประชาธิปัตย์"
"KSN_1_3","3",292,769,"ไทยภักดี"
"KSN_1_11","11",201,765,"ไทยสมาร์ท"
"KSN_1_12","12",0,702,"ประชากรไทย"
"KSN_2_4","4",49784,705,"เพื่อไทย"
"KSN_2_2","2",23495,762,"ไทยสร้างไทย"
"KSN_2_7","7",10427,726,"ก้าวไกล"
